"V1","V2","V3","V4","V5","V6","V7","V8","V9"
"2011-08-04 19:59:19","Pouring my heart out in a dance record nice international feel.. It feels like London _ Egypt  _ Las Vegas  India _ Madrid_ Paris all in one",99300000000000000,"330277211","anaktgtokong","330277211",0,0,1
"2011-08-09 19:59:48","Assisti a \"90210: I See London_ I See France...\" s3ep7 http://j.mp/bxfKOs #orangotag",101000000000000000,"266272432","RichiePTheProducer�","266272432",0,0,1
"2011-08-05 19:59:30","@JCLayfield The APA would make a killing over here in London right now!",99600000000000000,"16314048","Pete Stagman","16314048",0,0,1
"2011-08-06 19:59:30","Pengarah MSD London anggap Umno London sebagai \"orang luar\" walhal umno byk menjalankan aktiviti masyarakat @NajibRazak @Khairykj",100000000000000000,"14834445","Nick Scott","14834445",0,0,1
"2011-08-06 19:59:30","That situation in London is crazy! Man....like something straight out of a movie smh",100000000000000000,"225764675","Nieuwsmening","225764675",0,0,1
"2011-08-06 19:59:28","Drinking a London Pride by Fuller Smith & Turner PLC @ British Beer Company — http://untp.it/osKcm9",100000000000000000,"19801144","Sue Riot","19801144",0,0,1
"2011-08-02 19:54:24","I was just walking home to clapton from Stoke Newington and could hear a load of sirens.  Thought it was typical North London not RIOT TIME",98500000000000000,"23536373","DWAirFreqFlyer Kelly","23536373",1,0,1
"2011-08-04 19:59:14","###Tottenham    riots: Double decker bus set ablaze as mob violence hits London: A double decker… http://goo.gl/fb/GqsPj",99300000000000000,"33803218","TisheePooh","33803218",0,0,1
"2011-08-06 19:59:25","It is PISSING down. Good luck #gcfam London has this coming. I am soaked.",100000000000000000,"135137716","Janet","135137716",0,0,1
"2011-08-02 19:53:58","RT @Rocksicle_Lover: RT @tink_a_licious: ***Selling 2 tickets to London show. Floor 2. Row J***. Please RT",98500000000000000,"1323671","Blog Bloke (BB)","1323671",0,0,1
"2011-08-05 19:59:30","Cant wait to get hm im goin to zzzzz till Tomorrow if london allows",99600000000000000,"103596932","BarLifeUK","103596932",0,0,1
"2011-08-04 19:59:13","RT @Remel_London: RT @MisssN: i love the way the guardian journo put the BBC newswoman in her place. \"let's not ... http://tmi.me/e5BTN",99300000000000000,"66799275","C.J. Jones","66799275",0,0,1
"2011-08-09 19:59:48","Virgin Media to 'take a punt' at  FREE London WiFi network http://tgr.ph/poJSEO",101000000000000000,"185403412","Robin L Mcentire","185403412",0,0,1
"2011-08-06 19:59:25","http://open.spotify.com/track/4VcaFr7uq8P8kxusc4VLc6 … Warren Zevon – Werewolves of London - 2007 Remastered Live LP Version",100000000000000000,"201362918","Reinaldo Fabricio","201362918",0,0,1
"2011-08-03 19:59:06","lol RT @London_Londyn: shake weight is for homo niggas && bitch wiggas.",98900000000000000,"120614051","Marcus Bean","120614051",0,0,1
"2011-08-07 19:59:48","I guess im missing something what and why are they rioting and destroying everything in London_ can someone tell me what started it?",100000000000000000,"14172543","Tom Raymond","14172543",0,0,1
"2011-08-02 19:53:32","Buno buenoo ...... I london",98500000000000000,"66790635","Elliott Risby","66790635",0,0,1
"2011-08-08 19:59:58","@lucyttaylor yeah I was in London last week so went for a beer with @jamestanner01 and ended up having dinner in pollen street:)",101000000000000000,"6426402","Boo Scary","6426402",0,0,1
"2011-08-04 19:59:06","BBC News - London riots: Met Police launch major investigation http://bbc.in/puOre1 ",99300000000000000,"296253301","poppy","296253301",0,0,1
"2011-08-09 19:59:47","Some great ads by Santo London http://www.santobuenosaires.net/ ",101000000000000000,"28812727","Wife of Khan","28812727",0,0,1
"2011-08-10 19:59:41","Shit is fucked up in London. But why isn't this happening all over America daily? We have just as much_ if not more_ iniquity.",101000000000000000,"85184762","MichelleMajor","85184762",0,0,1
"2011-08-06 19:59:25","@stefanabingdon how much longer?? i would stay up all night waiting but i need sleep for london tomorrow as im waking up at 4am :( xxx",100000000000000000,"119928072","Bisola Muda-Lawal","119928072",0,0,1
"2011-08-03 19:59:03","smart move! “@omarulhaq: Gotta love #Apple! #London: http://yfrog.com/gzmu3qsj  (via @khanvictdxb)”",98900000000000000,"82633817","Emploi Master","82633817",0,0,1
"2011-08-07 19:59:47","@timminchin London is the same as last week. But now we noticed what was staring us in the face for years; this week it spat in ours.",100000000000000000,"116238880","Melinda Klotz","116238880",0,0,1
"2011-08-02 19:53:08","North London doe WTF!",98500000000000000,"20452327","Media Jobs in London","20452327",0,0,1
"2011-08-01 19:59:28","Selby jennings london Junior Senior Job Hedge fund (London) Quantitative Equities Portfolio Manag... http://bit.ly/lZVQBM Master 58",98200000000000000,"256568211","GirlWithOneDream","256568211",0,0,1
"2011-08-05 19:59:23","Hope that @DonnieWahlberg & @jordanknight show up for the afterparty @29&Park tonite in London for my girl @BellaGina12",99600000000000000,"69228009","Emily Brown","69228009",0,0,1
"2011-08-08 19:59:58","Keyboard Player Wanted - London United Kingdom #job  http://jobsurl.com/wlr2",101000000000000000,"170366250","No Sweet Nothings","170366250",0,0,1
"2011-08-04 19:59:04","@diggy_simmons cant wait till you come to the uk. please visit other places except london haha. somewhere near yorkshire maybe ;) <3",99300000000000000,"22397050","Regina George","22397050",0,0,1
"2011-08-09 19:59:47","Friends_ I'm doing 30 days of covers until I go to London_ and today's cover is Bird on a Wire by Leonard Cohen!... http://fb.me/16CLjLG4V",101000000000000000,"100107733","Uptempo London Hun","100107733",0,0,1
"2011-08-10 19:59:41","@CalamityJane_UK I'm not in London at the moment. I think that's what makes it worse_ not knowing. You take care too. xx",101000000000000000,"191911750","Lynne Haywood","191911750",0,0,1
"2011-08-06 19:59:22","@coolasfire123 yeaah! in june 13! I  really want to live in london! You guys have the bests shows in da world!",100000000000000000,"20468421","Marc C.","20468421",0,0,1
"2011-08-03 19:59:03","@IAM_KING Bro! U should come visit! I <3 London but I still wanna go New York though lol. Btw did u get my DM?! ;-)",98900000000000000,"290705286","US Swinger Elleik","290705286",0,0,1
"2011-08-07 19:59:47","Check this video out -- BBC Doesn't Want to Hear Real Reasons for #LondonRiots http://www.youtube.com/watch?v=XV0X0NGhu3w&feature=share� via @youtube #riots #UKriots #Cameron http://tumblr.com/xoiurs",100000000000000000,"124203870","Rose Alhomsi (Razan)","124203870",0,1,1
"2011-08-02 19:53:03","@musicbox120 That's a fantastic age to visit London. You'll have an amazing time. (and get very drunk). ;)",98500000000000000,"9994642","milkandsugar","9994642",0,0,1
"2011-08-01 19:59:26","London best VIP companions_ Caucasian escorts in United Kingdom.",98200000000000000,"246832103","Dj Lanre Factory78","246832103",0,0,1
"2011-08-05 19:59:22","Photo: #Syria: A young boy chants The people want to topple the regimege� at the Syrian embassy in #London. http://tumblr.com/xto3ykqp7e #heatLondonroits",99600000000000000,"28813292","LadyBlaxz","28813292",0,0,1
"2011-08-08 19:59:58","Well_ for London_ I hope the online purchase went well. It went a bit funny...",101000000000000000,"330560607","Karen Koch","330560607",0,0,1
"2011-08-04 19:59:03","@MisssN watch @jaywonjuwonlo 's live performances in London here http://www.youtube.com/watch?v=WobF1oMbIqA&feature=player_embedded#at=62 … RT",99300000000000000,"237366923","FAT YE WEST","237366923",0,0,1
"2011-08-09 19:59:47","Not in London! :( RT @LadySplitz: @iamdiddy @ciroc @TGIFridays..... Taking my gals out to lunch (cont) http://tl.gd/c6rjrk #LondonRiots",101000000000000000,"40495509","Miguel","40495509",0,0,1
"2011-08-10 19:59:40","#LondonRiots We need to pray so that God can work. Please_ pray for peace & calm in London!",101000000000000000,"18931772","#GTAVSHOTS","18931772",0,0,1
"2011-08-06 19:59:20","Agent of Santos' Neymar advises player to join Real Madrid after London 2012 Olympics http://tinyurl.com/3zdeza9",100000000000000000,"341316021","Kajyu","341316021",0,0,1
"2011-08-03 19:59:03","@BladeMithology @patty_london o_o que amistades",98900000000000000,"20050988","Legal Jobs","20050988",0,0,1
"2011-08-07 19:59:47","#London_ Riots & Social Media: This Week in Online Tyranny: #Londonriots feature social media policing and Blackb... http://rww.to/pMdRy9 #checkmyvideo",100000000000000000,"121899391","Mimi","121899391",0,0,1
"2011-08-02 19:52:46","#ebz Death is not always permanent in Fallen London. This has caused the quiet and unacknowledged... http://fallenlondon.com/c/1322170",98500000000000000,"174340580","Cyn","174340580",0,0,1
"2011-08-01 19:59:26","CORPORATE JUNIOR - MID LEVEL SOLICITOR - LONDON - London United Kingd... #job  http://jobsurl.com/woWl",98200000000000000,"304406466","Detroit Local","304406466",0,0,1
"2011-08-05 19:59:19","@JT4Mets4Arsenal It's spreading across into different areas of London now. Doesn't seem to be ending any time soon.",99600000000000000,"45351664","Dan Yee","45351664",0,0,1
"2011-08-04 19:59:02","S/O 2 all the LEO's and August baby's RT were Trully blessed...the weather in LONDON RITE ABT NOW PROVES IT!!!! #teamlondon #teamLeo!!!",99300000000000000,"348445695","Karen Lynn","348445695",0,0,1
"2011-08-09 19:59:46","#News Amy Winehouse bought heroin and crack cocaine claims London fixer http://dlvr.it/dSS2z #Detroit #MI",101000000000000000,"203589972","Server-tan","203589972",0,0,1
"2011-08-10 19:59:40","@em_oak @mike_white @bfortch @GI_Spro I just realised there will be a WBC London Frathaus reunion for us in Canada_ BC. That is excellent.",101000000000000000,"111260991","Engr. Sani Jari","111260991",0,0,1
"2011-08-06 19:59:20","@AudreyGrace2014 London :)",100000000000000000,"283504463","David","283504463",0,1,1
"2011-08-03 19:59:02","Riots in London http://fb.me/10Cnm2Mns",98900000000000000,"41822598","Scott","41822598",0,0,1
"2011-08-07 19:59:47"," #Rioters Go Back to London and Loot..Hurry Up! #Shopping Time @londonriots .. Hahaha gr8 lads",100000000000000000,"21341687","TipTop Technologies","21341687",0,0,1
"2011-08-02 19:52:04","Take away the media from North #London right now http://dlvr.it/dSS2z  and you take away the crowds with further potential problems.Just a thought.....  http://dlvr.it/dSS2z ",98500000000000000,"93270854","Harley Quinn","93270854",0,0,1
"2011-08-01 19:59:21","Going to Eastbourne on Friday_ and London on Monday... Should be a pretty fun weekend!!",98200000000000000,"40876406","London Price Drops","40876406",0,0,1
"2011-08-05 19:59:17","Check out \"New disturbances in @London a night after #rioting - Yahoo! News\" http://ftt.nu/lhxs4 Lot more tips at http://FeelTipTop.com/enfield",99600000000000000,"193887043","The Oracle","193887043",0,0,1
"2011-08-08 19:59:58","In less than two weeks I'll be in London. I'm so excited but I can't believe it. My summer starts very soon!!",101000000000000000,"16304151","Nicca Panggat","16304151",0,0,1
"2011-08-04 19:59:02","£100_000. Veronica Gardens_ London_ SW16. Price dropped 4%. http://bit.ly/oXf1Wg #riots swag� ",99300000000000000,"17076493","Rich Porter","17076493",0,0,1
"2011-08-09 19:59:46","Media group urges UN probe of strike on Libya TV: LONDON (AP) — An international media safety group has joined c... http://bit.ly/r4vLFQ",101000000000000000,"166923425","Paul","166923425",0,0,1
"2011-08-10 19:59:37","Can't even believe what's going on in London. This is insane.",101000000000000000,"15456860","David Posey","15456860",0,0,1
"2011-08-06 19:59:18","@London_Smiley your right your right.. You never texted me back :p",100000000000000000,"210753594","Smart News for AU","210753594",0,0,1
"2011-08-03 19:58:50","@sway23 @_beak Our city is home to the same sort of criminals that plagued London. We'll bounce back!",98900000000000000,"85463012","Keith Errington","85463012",0,0,1
"2011-08-07 19:59:44","Real headline. End of west complete//London rioters resent media image of hooded teen thug http://www.montrealgazette.com/news/London+rioters+resent+media+image/5233682/story.html … #fb",100000000000000000,"60388794","Katherine Glyde","60388794",0,0,1
"2011-08-02 19:51:56","SB> Blazes_ looting in London riot: http://bit.ly/qF9WSX #Rioters went on a rampage in north London_ torching #Police cars_ a bus and a... http://bit.ly/qF9WSX",98500000000000000,"290963963","Cassius","290963963",0,0,1
"2011-08-01 19:59:20","† Typography - Place Your Indicator & Win A Ticket to TYPO London: TYPO London honours a tradition of its Berlin... http://bit.ly/mU8Msa",98200000000000000,"94260672","Leah","94260672",0,0,1
"2011-08-05 19:59:16","Only in London when riots are destroying everything do we have #krispykreme trending on twitter #alwaysthinkingwithourstomachs",99600000000000000,"116939005","BIGGMFBUDGET","116939005",0,0,1
"2011-08-08 19:59:57","#RT @OBJAZZ - Be Mine #Indie #Lagos #London #African - http://twitrax.com/s/j3y0as #twitraxtuesday",101000000000000000,"147495640","Volkan","147495640",0,0,1
"2011-08-04 19:58:59","The tourist   @ London http://instagr.am/p/JHIf2/",99300000000000000,"194384049","Lesley Bourne","194384049",0,0,1
"2011-08-09 19:59:46","@Rebecca_London  kool hit me when u wake tho 1st thing",101000000000000000,"196869625","Abbey Maxbauer","196869625",0,0,1
"2011-08-10 19:59:37","bosuna en asil duygunun insani demiyoruz :) rt \"@Phelpslicious: I'm so proud to Turkish people who lives in London. Proud of to be Turkish”",101000000000000000,"196423686","JLyte","196423686",0,0,1
"2011-08-06 19:59:18","Urban grunge #london #iphone #iphoneography #texture #decay http://instagr.am/p/JWxZW/",100000000000000000,"42415376","Sherron Charles","42415376",0,0,1
"2011-08-03 19:58:50","I miss my bestest bestest BESTEST friend in the whole wide world @lindseymaynard I LOVE YOU DON'T GO TO LONDON):",98900000000000000,"19266446","Lya Thomas","19266446",0,0,1
"2011-08-07 19:59:43","@I_LUV_LONDON Lol Thats why I dont add nobody I dont know..",100000000000000000,"65242895","Lauren","65242895",0,0,1
"2011-08-02 19:51:26","RT @MikeBealesoccer: Last chance to sign up and join 140 coaches at our free SSG Workshop on 21st Aug at London (cont) http://tl.gd/c7h6pd",98500000000000000,"338966187","Hedge Fund/Quant","338966187",0,0,1
"2011-08-01 19:59:18","RT @AftershockStyle London Final Reduction Sale!\" Winner to be announced on Monday 1st August. Re-Tweet to win a fabulous goody bag! Xx”",98200000000000000,"43983711","Keeley louise","43983711",0,0,1
"2011-08-05 19:59:08","#powpow RT @VanityB_Affair: International boo_ boo. Someone's going to be rocking me in London_ POW!",99600000000000000,"59126679","Quant Finance Jobs","59126679",0,0,1
"2011-08-08 19:59:57","RT @Mathfi_Jobs Job IB (London): Associate Multi-Asset Structurer.+ Fluent in English et ... http://bit.ly/mlwNXX Quant IB Finance jobs 120",101000000000000000,"105785478","Lucy Rose","105785478",0,0,1
"2011-08-04 19:58:58","@Viv_DE_Freak awww cool i live in east london",99300000000000000,"233182045","ana","233182045",0,0,1
"2011-08-06 19:59:17","Job Offer lunalogic (London): RAD FO/Quantitative developer_ Equity Derivat... http://bit.ly/nrcQRL Quant IB Finance jobs 126",100000000000000000,"47590654","Gwen","47590654",0,0,1
"2011-08-03 19:58:49","I know I said I was going to sleep but this is ridiculous?! In liverpool? Liverpool is 200 miles from London?",98900000000000000,"145330963","Warren London DogSpa","145330963",0,0,1
"2011-08-07 19:59:42","London_ my eternal dream",100000000000000000,"147157228","Miss Bee","147157228",0,0,1
"2011-08-02 19:51:25","Photo: Big Ben- London_ England http://tumblr.com/xhc3xuckp7",98500000000000000,"167786742","Sin Vega","167786742",0,0,1
"2011-08-05 19:59:08","Warren London On CBS News http://nblo.gs/ldXjY",99600000000000000,"18257417","sf2g","18257417",0,0,1
"2011-08-08 19:59:57","@piersmorgan follow this guy @JC_Andrews a journo at the scene in n London confirming rumours etc- I've gone to hide at my parents",101000000000000000,"213786254","Blaise yyyyy","213786254",0,0,1
"2011-08-04 19:58:55","@hapsci Good point.  A lot of people I met even as close as Warwickshire were pretty down on London.  They'd at least BEEN there_ though.",99300000000000000,"17436289","Dj Mo Beatz","17436289",0,0,1
"2011-08-09 19:59:45","OT: london's cycling highways this is cool_ we should break out the blue (green?) paint for the bayway",101000000000000000,"30015803","Mark Henty","30015803",0,0,1
"2011-08-10 19:59:36","@Xbvbgirlx whats going on in london?? Lol",101000000000000000,"175684680","news facts","175684680",0,0,1
"2011-08-06 19:59:14","London Aug 15th!",100000000000000000,"245879934","Aled Davies","245879934",1,0,1
"2011-08-03 19:58:49","@GersRafa Happily_ London has been pretty quiet tonight cos of 16_000 coppers but there has been more in Liverpool_ Manchester etc #crikey",98900000000000000,"40780227","...Darrious....Tate.","40780227",0,0,1
"2011-08-07 19:59:42","Rachel Stevens opts for some zany trousers as she takes daughter Amelie out in London: The 33-year-old sta... http://tinyurl.com/3fwsjhr",100000000000000000,"212679063","Cecilia","212679063",0,0,1
"2011-08-02 19:50:43","@DiscusDan well done buddy! Well proud! Making the future! Amazing! Your leading the way to london by far! Muchos love",98500000000000000,"32780740","Hamad Mohamed","32780740",0,0,1
"2011-08-01 19:59:14","last name london -theopilus london",98200000000000000,"43750788","UK Business News","43750788",0,0,1
"2011-08-05 19:59:07","@IloveTommyBowen Dato curioso en London los números de teléfono móvil comienzan con 55.",99600000000000000,"108734813","Soy Ella �","108734813",0,0,1
"2011-08-08 19:59:57","@FarahT *cancels trip to London* nooo_ don't tell me this at bed time! Ams I killed an ugly black one hanging in my room.. t-thakartich haha",101000000000000000,"107813597","caro","107813597",0,0,1
"2011-08-04 19:58:53","Xstrata set for 40 percent jump in H1 profit_ strong H2: LONDON (Reuters) - Xstrata is expected to post an almo... http://yhoo.it/r3aExX",99300000000000000,"278046518","Fat Slutty Andretti","278046518",0,0,1
"2011-08-09 19:59:44","@patty_london Que sencilla_ que humilde la Paty",101000000000000000,"283781060","Dale Mclelland","283781060",0,0,1
"2011-08-10 19:59:35","I only know one family in #London which is my mom's friend's_ but everyone please be safe_ stay indoors! #prayforlondon",101000000000000000,"258273713","Celebgossip","258273713",0,0,1
"2011-08-06 19:59:14","Ever made love to the woman of you dreams in a room full of money out in London... Naw but I'm try within these 2 weeks #EuroTrip",100000000000000000,"268481791","alexander kool","268481791",0,0,1
"2011-08-03 19:58:46","Grand theft auto #London Riot. http://yfrog.com/kka0alnj videos on my #wall ! Check it out ��..",98900000000000000,"63750282","Angela","63750282",0,0,1
"2011-08-07 19:59:41","Rachel Stevens opts for some zany #trousers as she takes daughter Amelie out in London: #riotsLondon The 33-year-old sta... http://tinyurl.com/3fwsjhr ",100000000000000000,"76470869","Ope Allen","76470869",0,0,1
"2011-08-02 19:50:24","Blazes_ looting in London riot - Yahoo! News http://yhoo.it/ofxHxr  via @YahooNews",98500000000000000,"14944542","DamonAustin","14944542",0,0,1
"2011-08-05 19:59:04","@Marquisgroup BOTH! HAMILTON AND LONDON! WHY CHOOSE?!?",99600000000000000,"71811960","Scoe","71811960",0,0,1
"2011-08-04 19:58:46"," y did the #Police killed the young man and how did they allow such a huge #mayhem even in london there! #riots ##Policebrutality ",99300000000000000,"23448443","Heather Brickell","23448443",0,0,1
"2011-08-09 19:59:43","EMI bids range from $3 billion to $4 billion: report: LONDON (Reuters) - Bids for EMI suggest that the British ... http://yhoo.it/ptRlHV",101000000000000000,"137755347","JamezJCB","137755347",0,0,1
"2011-08-10 19:59:35","@Sarafina_London Good Evening_My Nina! How are you?",101000000000000000,"176053515","showbizspy","176053515",0,0,1
"2011-08-06 19:59:14","Save $2/1 Rimmel London Product http://nblo.gs/lgCOX",100000000000000000,"49403072","Dennis","49403072",0,0,1
"2011-08-03 19:58:45"," Update on riots: It's mainly stopped in london_ but the rest of our country is carrying on. Because they're dicks. #London",98900000000000000,"20520540","90.9 WGUC","20520540",0,0,1
"2011-08-02 19:50:07","#londonroit : Rachel Stevens opts for some zany #trousers as she takes daughter Amelie out in London: The 33-year-old star team... http://bit.ly/qm8Srm",98500000000000000,"91206387","Tom Houslay","91206387",0,0,1
"2011-08-01 19:59:10","#London #Riot Violence breaking out in other side streets ####Tottenham   ",98200000000000000,"247393610","FasFashion","247393610",3,0,1
"2011-08-05 19:59:03","9:09 PM: Franz Joseph Haydn: Covent Garden (Windsor) Overture: London Classical Players_ Roger Norrington_ condu... http://bit.ly/oj2AyH",99600000000000000,"26037604","Bas Geerdink","26037604",0,0,1
"2011-08-08 19:59:57","I don't think I can afford to get the tattoo though :( was hoping to get Ryan Mason at the London Convention_ but..  argh... #studentbursary",101000000000000000,"348176006","Michael Milazzo","348176006",0,0,1
"2011-08-04 19:58:41","Striped love: Well_ I am back from London and I need some rest from all of the walking/ sightseeing I did over t... http://bit.ly/q6rClp",99300000000000000,"154273426","Damien Pollard","154273426",0,0,1
"2011-08-10 19:59:34","Was at Filthy mc Nasty tonight with @Brittmusic. Good to see you in London mate!",101000000000000000,"15746615","Naga  Surendran","15746615",2,0,1
"2011-08-06 19:59:11","Riots in London... Eeep!",100000000000000000,"19627467","IcyBloke","19627467",0,0,1
"2011-08-03 19:58:40","@Tritocmore indeed! Thanks for the spot. In London any time soon? Long overdue a beer!",98900000000000000,"329556765","James Hartt","329556765",0,0,1
"2011-08-07 19:59:40","Riots Spotlight London’s Troubled Youths: http://nyti.ms/nNGGqY ",100000000000000000,"85849259","InsideWorldFootball","85849259",0,0,1
"2011-08-02 19:49:56","@WombatJail I hope you've not been mixing cocktails in the northern parts of that London.",98500000000000000,"108140041","Australian Equities","108140041",0,0,1
"2011-08-01 19:59:09","Check out my new apps! http://tiny.cc/wpfoz  Secret London! http://tiny.cc/2lssr  Absolute Brighton!",98200000000000000,"112148362","Vivek Pandey","112148362",0,0,1
"2011-08-05 19:59:01","London bid for World Champs doomed to fail unless Stadium solution found http://ow.ly/5Xjs6 #westham #whufc #orient #spurs #thfc #london2012",99600000000000000,"27249879","Julianna","27249879",0,0,1
"2011-08-08 19:59:57","EMI bids range from $3 billion to $4 billion - report: LONDON (Reuters) - Bids for EMI suggest that ... http://reut.rs/niFIiG -> Reuters",101000000000000000,"248990696","rebecca parisi","248990696",0,0,1
"2011-08-04 19:58:41","BLG faces merger redundancies: Some 15% of partners at Barlow Lyde & Gilbert are expected to leave the London... http://on.ft.com/ncQ6Nq",99300000000000000,"36853539","Liz Hill","36853539",0,0,1
"2011-08-06 19:59:11","@bailey791 have you seen the London riots! Wtf!",100000000000000000,"281045387","Annie Frass","281045387",0,0,1
"2011-08-02 19:49:51","@london_vaughn btops nukka. Good to see you #;)",98500000000000000,"343642441","MariaNamiiro","343642441",0,0,1
"2011-08-01 19:59:04","RT @LintasME: Wow...Akibat Kerusuhan London_ Penjualan Tongkat Bisbol Meningkat 5000% http://brta.in/aTRWX3GT ",98200000000000000,"16166432","AppShopper.com","16166432",0,0,1
"2011-08-05 19:59:01","Riot a gwan a london_ looting & all that # ###Tottenham   !",99600000000000000,"26985876","Darren Hutchison","26985876",0,0,1
"2011-08-08 19:59:56","@OfficialKimora hey miss fabulous will you be launching your new beauty range in London x",101000000000000000,"294425137","Aliyah","294425137",0,0,1
"2011-08-09 19:59:42","Price Drop: London Guide – TVtrip (Travel) http://dlvr.it/dSRty",101000000000000000,"29497253","Sally S","29497253",0,0,1
"2011-08-06 19:59:07","@nealfairfield You know me so well! Thanks chief. Hope you're good? I see you're headed back to London pretty soon. Happy or sad face?",100000000000000000,"339069995","Rose Sylence","339069995",0,0,1
"2011-08-03 19:58:29","@MindlessFanLuv: ..Can sumbody PLEASE Tell Me What Happen In London And The UK yeah me too!!",98900000000000000,"211408290","Susan","211408290",0,0,1
"2011-08-07 19:59:40","Gold eyes $1800/oz after 'astronomical' rally: By Francesca Freeman LONDON -(MarketWatch)- Turmoil in world fina... http://bit.ly/ptpuCB",100000000000000000,"17483462","insidethegames","17483462",0,0,1
"2011-08-02 19:49:24","http://www.abc.net.au/news/2011-08-07/riot-breaks-out-in-london/2827852 … riot in London #Anonymous #Antisec",98500000000000000,"255858224","Lisa B.","255858224",1,0,1
"2011-08-01 19:59:03","On a budget but need a rest? Home Exchange is the best way to travel and see London. The planet is home http://homeswapholidays.com ",98200000000000000,"21341521","georgina","21341521",0,0,1
"2011-08-05 19:59:00","London bid for World Champs doomed to fail unless Stadium solution found http://ow.ly/5Xjs4 #westham #whufc #orient #spurs #thfc #london2012",99600000000000000,"295957885","I love Zarry!!!!!","295957885",0,0,1
"2011-08-08 19:59:56","@CabMirror As much as I love London_ don't think I could take the heat there...it is humid enough here in MN! Hang in there! Stay cool!",101000000000000000,"67886365","Katie Brown","67886365",0,0,1
"2011-08-09 19:59:41","@ParanoidAlittle London (Y)!",101000000000000000,"158673434","Ako Viashima","158673434",0,0,1
"2011-08-10 19:59:33","@ginge_mcflyXX no probs i just looked up London cafes and one of the options  were the rainforest cafe!!:D",101000000000000000,"262929921","Gilles Mirko Pierrot","262929921",0,0,1
"2011-08-06 19:59:06","@ajhalls1 don't know if i'm more shocked by whats happening in London or the apparent 'numbness' of people towards Belfast Troubles",100000000000000000,"242927686","Sid  Islam","242927686",0,0,1
"2011-08-03 19:58:25","#London's burning : london's burning_ fetch the engines_ fetch the engines_ #fire #itsworst #fire #itsworst_ #fire #itsworst #fire #itsworst_ pour on water_ pour ... http://tmi.me/eeZca ##fire #itsworstsong #pouronwater ##fire #itsworst ##fire #itsworst",98900000000000000,"116030794","Lorna","116030794",0,0,1
"2011-08-07 19:59:38","@LIFE > Long before the days of the #londonriots — Vintage London: Taking in the Smoke - http://on.life.com/rm9Qc0",100000000000000000,"25048672","Ben Price","25048672",0,0,1
"2011-08-02 19:49:21","@sarahciaraxox Jews in London",98500000000000000,"321178600","SwallowMyBULLETS!!!!","321178600",0,0,1
"2011-08-01 19:59:01","@LovesOfaLDNgirl virgo rising! #twinnie although @Love_London can't say c**cerian around me ;) xx",98200000000000000,"210794864","UK Jobs","210794864",0,0,1
"2011-08-05 19:58:58","fuck me the #Police are now #Police#Police#Policeshooting people in london in these riots #shitsgotscary #london",99600000000000000,"67898811","The London Bike Bot","67898811",0,0,1
"2011-08-04 19:58:38","In a room full of money out in London and she screams(Hoooo)",99300000000000000,"218551550","Niilz","218551550",0,0,1
"2011-08-09 19:59:41","Application Support Specialist: London Business School - ISD_ OperationsSalary: £28_000 to £30_000 http://bit.ly/rg0gIG",101000000000000000,"210647960","Sim","210647960",0,0,1
"2011-08-10 19:59:32","RT @madmike6amer “@AthsAust: Craig Mottram has won the 5000m in London too... 13:23.97! Bring on the world champs!” must of been that...",101000000000000000,"27678213","notfrmroundhere","27678213",0,0,1
"2011-08-03 19:58:25","@Brooke_GA_Burke I bet you know all the places in London? :) xox",98900000000000000,"64462496","Lauren","64462496",0,0,1
"2011-08-07 19:59:38","@Hanztastic @Sandreyah @Nigerian_Kidd Check this video out -- Africa Fashion Week London 2011. http://www.youtube.com/watch?v=fG-FxTZgboE&feature=share … via @youtube",100000000000000000,"93084091","Harky","93084091",0,0,1
"2011-08-02 19:48:36","The #riot striking thing about this viral @London cleanup photo is that the brooms are uniform & not the only shape I'm used to http://www.bbc.co.uk/news/magazine-14475741�",98500000000000000,"144541667","Darth Meerkat","144541667",0,0,1
"2011-08-05 19:58:56","really miss london :(",99600000000000000,"67898811","The London Bike Bot","67898811",0,0,1
"2011-08-08 19:59:56","“@piersmorgan: And where on earth is the Mayor of London? He should be on the streets of ####Tottenham    right now. #BringBackBoris” - Abroad! #pickhimup",101000000000000000,"92719298","Jamie Sturgess","92719298",0,0,1
"2011-08-09 19:59:41","@kayestarley I'm doing fine thanks_ I've been on a tweetup in London_ a fantastic evening. How's you? :)",101000000000000000,"350579727","Matt Capenerhurst","350579727",0,0,1
"2011-08-10 19:59:32","RT @CouldBeWorse1 Almost bought this bike earlier. But I don't think I'm quite ready to tackle the streets of London on a bike just y� #saveyourlife #londonriots",101000000000000000,"23675768","Emilia Terzon","23675768",0,0,1
"2011-08-03 19:58:21","@Eva_Nielsen where abouts in London are you? Might be a good idea",98900000000000000,"140200278","BertromavichEdenburg","140200278",0,0,1
"2011-08-07 19:59:36","another night of soletude in my home_ but complete mayhem in london and now machester i heard! #prayforlondon #ManchesterRiots",100000000000000000,"101378404","..","101378404",0,0,1
"2011-08-02 19:48:03","@fashionhayley I'll enter London comp too and then maybe we can both win so you can take your husband and i can take my_ err_ pot plant.",98500000000000000,"37771961","Bleacher Report NHL","37771961",0,0,1
"2011-08-05 19:58:55","Equity Program Trading Desk Hiring Quantitative Analyst- London ...: Home of open source_ Jobs and goodies for Q... http://bit.ly/qfjt1a",99600000000000000,"43686680","#LITW UncleYems","43686680",0,0,1
